x1,x2,class
4.6407,2.4204,1
4.6092,2.6724,1
4.6682,2.9692,1
4.6575,3.1143,1
4.6896,3.3248,1
4.6336,3.4146,1
4.8496,3.6184,1
4.7284,3.8845,1
4.697,4.084,1
4.6625,4.4462,1
4.6912,4.5879,1
4.6998,4.7616,1
4.8316,5.0207,1
4.7239,5.128,1
4.7523,5.2941,1
4.6012,5.6209,1
4.7469,5.6614,0
4.7944,5.841,0
4.7643,6.1647,0
4.7321,6.2639,0
4.8064,6.4394,0
4.8406,6.6692,0
4.6784,6.8747,0
4.7993,7.0015,0
4.6713,7.2572,0
4.6037,7.5675,0
4.6235,7.8454,0
4.6822,7.864,0
4.6764,8.1548,0
4.6045,8.443,0
4.6406,8.523,0
4.711,8.6753,0
4.7917,8.9493,0
4.7703,9.1358,0
4.7786,9.2324,0
4.7149,9.5381,0
4.8298,9.6373,0
4.8472,9.8646,0
4.8332,10.132,0
4.9154,0.20334,1
5.0262,0.37963,1
4.8966,0.5252,1
4.9508,0.8235,1
4.9401,1.0377,1
5.0115,1.1156,1
4.8712,1.2719,1
4.9658,1.6316,1
4.9506,1.7241,1
4.9641,2.0193,1
4.8775,2.0533,1
4.8829,2.2286,1
4.847,2.4311,1
4.8252,2.7435,1
4.8716,2.9166,1
4.8887,3.0935,1
4.9339,3.3887,1
5.0477,3.5139,1
4.807,3.7765,1
4.9774,4.0324,1
5.0263,4.2051,1
5.0165,4.21,1
4.8298,4.6415,1
5.0388,4.822,1
4.9102,4.9597,1
5.0189,5.0027,1
5.0162,5.4443,1
4.8888,5.4964,0
4.9578,5.6999,0
5.0161,5.9276,0
4.8052,6.1379,0
4.8192,6.4397,0
4.8942,6.6139,0
4.8373,6.7192,0
4.8085,7.0195,0
4.9956,7.0975,0
4.8818,7.2123,0
5.0044,7.4769,0
4.8434,7.6801,0
4.969,7.9153,0
5.0189,8.122,0
4.9893,8.3767,0
4.8574,8.4918,0
4.8897,8.8354,0
4.8908,8.867,0
4.8669,9.1863,0
4.8843,9.4273,0
4.8217,9.5461,0
4.9129,9.8266,0
4.9137,9.8142,0
4.8073,10.139,0
5.1593,0.00074034,1
5.0149,0.23829,1
5.0423,0.50187,1
5.1712,0.65836,1
5.1386,0.93383,1
5.0015,1.0779,1
5.072,1.3772,1
5.0942,1.5468,1
5.0366,1.6598,1
5.0186,1.816,1
5.1152,2.0008,1
5.0926,2.2473,1
5.2061,2.5228,1
5.1344,2.7541,1
5.2044,2.8307,1
5.1151,3.0333,1
5.0035,3.2785,1
5.0012,3.422,1
5.0416,3.7022,1
5.0915,3.8706,1
5.1796,4.1576,1
5.0399,4.2549,1
5.0697,4.5636,1
5.1612,4.6484,1
5.0718,4.8237,1
5.0805,5.2296,1
5.0389,5.3396,0
5.0969,5.5044,0
5.2239,5.6276,0
5.2219,5.9382,0
5.0984,6.0278,0
5.1689,6.259,0
5.0631,6.4347,0
5.2375,6.6821,0
5.1562,6.8866,0
5.0517,7.2322,0
5.0274,7.4221,0
5.1415,7.5975,0
5.0686,7.6186,0
5.0178,7.9049,0
5.0396,8.0992,0
5.0124,8.3032,0
5.1702,8.6435,0
5.1954,8.6595,0
5.2018,8.8271,0
5.0663,9.2,0
5.224,9.2112,0
5.152,9.64,0
5.0036,9.8004,0
5.086,10.04,0
5.1334,10.191,0
5.3569,0.15206,1
5.3117,0.44726,1
5.4028,0.54064,1
5.2362,0.72397,1
5.4437,0.86326,1
5.4084,1.049,1
5.285,1.3232,1
5.3541,1.5777,1
5.2759,1.8469,1
5.2223,1.8837,1
5.3304,2.055,1
5.4063,2.2863,1
5.391,2.4229,1
5.4369,2.7579,1
5.2834,2.8945,1
5.2974,3.2218,1
5.2376,3.3066,1
5.2834,3.6227,1
5.3384,3.6561,1
5.3376,3.9992,1
5.2401,4.2146,1
5.2293,4.3068,1
5.2996,4.5472,1
5.4078,4.6229,1
5.2463,4.8626,1
5.3252,5.1484,0
5.2316,5.3301,0
5.4162,5.6285,0
5.3917,5.7658,0
5.3411,5.9249,0
5.2974,6.1587,0
5.3225,6.2216,0
5.4217,6.4102,0
5.4263,6.7879,0
5.3246,6.8809,0
5.3323,7.0166,0
5.4274,7.4308,0
5.3446,7.4136,0
5.3939,7.617,0
5.3653,7.9434,0
5.3174,8.1098,0
5.2549,8.2068,0
5.3506,8.4124,0
5.2461,8.6596,0
5.2494,8.8318,0
5.4155,9.1576,0
5.2314,9.3191,0
5.3614,9.4275,0
5.3093,9.7089,0
5.3532,10.025,0
5.3844,10.141,0
5.4758,0.18266,1
5.4107,0.44524,1
5.6089,0.54705,1
5.4923,0.72579,1
5.5653,0.9329,1
5.6239,1.1516,1
5.4685,1.3911,1
5.6495,1.5502,1
5.6086,1.7806,1
5.5978,1.9088,1
5.5642,2.1616,1
5.5359,2.2442,1
5.4967,2.6191,1
5.6056,2.6629,1
5.5488,2.8891,1
5.5954,3.0758,1
5.6469,3.4419,1
5.5971,3.4481,1
5.6132,3.6245,1
5.5214,3.9734,1
5.6184,4.024,1
5.4835,4.2498,1
5.4513,4.5518,1
5.5236,4.7774,1
5.4078,5.0226,0
5.6069,5.1507,0
5.4661,5.4156,0
5.5694,5.569,0
5.5985,5.7962,0
5.5705,5.9342,0
5.5627,6.0011,0
5.4593,6.2497,0
5.5194,6.5097,0
5.6341,6.7396,0
5.4603,6.8963,0
5.4523,7.1617,0
5.4681,7.3464,0
5.594,7.5916,0
5.4829,7.6437,0
5.5508,7.9258,0
5.446,8.0957,0
5.4219,8.4443,0
5.4772,8.634,0
5.4577,8.8232,0
5.6273,8.9109,0
5.6342,9.1879,0
5.408,9.4274,0
5.5484,9.4933,0
5.411,9.6291,0
5.5062,9.9313,0
5.5304,10.085,0
5.8101,0.21235,1
5.7563,0.24656,1
5.6638,0.45219,1
5.8262,0.73261,1
5.7918,0.82107,1
5.7407,1.0602,1
5.8243,1.3586,1
5.692,1.4278,1
5.6844,1.7518,1
5.7547,2.0224,1
5.6217,2.1227,1
5.6939,2.2784,1
5.6468,2.5905,1
5.8026,2.8386,1
5.7808,2.9615,1
5.7687,3.1213,1
5.8285,3.3095,1
5.8052,3.4466,1
5.7372,3.7108,1
5.6039,3.922,1
5.6237,4.2153,1
5.7287,4.3791,1
5.8381,4.5551,1
5.8108,4.6224,0
5.8338,4.8279,0
5.8434,5.1439,0
5.6931,5.3154,0
5.6802,5.5364,0
5.7958,5.6095,0
5.6531,5.9448,0
5.8398,6.1572,0
5.8326,6.3205,0
5.6914,6.4401,0
5.6862,6.7886,0
5.7732,6.9984,0
5.7792,7.0728,0
5.8001,7.3269,0
5.7484,7.4595,0
5.6243,7.6482,0
5.7399,8.0022,0
5.6108,8.0167,0
5.7894,8.249,0
5.7649,8.6437,0
5.7499,8.7438,0
5.6567,8.9458,0
5.7784,9.2375,0
5.7811,9.225,0
5.6861,9.6197,0
5.6082,9.8229,0
5.8109,9.8535,0
5.7926,10.042,0
5.9274,0.16153,1
5.9767,0.24509,1
5.9978,0.42914,1
5.8827,0.69133,1
6.0284,0.90059,1
5.9442,1.0225,1
5.872,1.3709,1
5.8667,1.5367,1
6.0225,1.8465,1
5.8915,1.8532,1
5.8375,2.2297,1
6.0366,2.3663,1
5.9627,2.5859,1
6.0456,2.6946,1
5.8485,2.9187,1
6.0072,3.0266,1
5.9235,3.4209,1
5.9477,3.5113,1
5.8112,3.7671,1
5.9411,3.9821,1
5.9584,4.0714,1
5.9245,4.3484,1
5.8149,4.4926,0
5.9288,4.7989,0
5.8133,4.8184,0
6.0109,5.2482,0
5.9487,5.394,0
5.9728,5.4018,0
5.9618,5.8222,0
5.9559,6.016,0
6.0385,6.1744,0
5.8442,6.4212,0
5.9187,6.5164,0
6.0106,6.6929,0
5.9242,6.8208,0
5.9906,7.2493,0
5.845,7.4175,0
5.9729,7.4,0
6.0286,7.77,0
5.8407,7.9637,0
5.907,8.103,0
5.8105,8.3191,0
5.8564,8.4971,0
5.9665,8.713,0
6.0178,8.8067,0
5.8862,9.1063,0
5.8068,9.2265,0
6.0263,9.4108,0
5.9178,9.739,0
6.0276,9.9528,0
5.882,10.185,0
6.1728,0.06423,1
6.0044,0.38156,1
6.1281,0.57831,1
6.083,0.72594,1
6.084,1.0232,1
6.2383,1.1948,1
6.1876,1.3237,1
6.0835,1.5904,1
6.1582,1.7668,1
6.1039,2.0445,1
6.1441,2.0293,1
6.2399,2.4173,1
6.154,2.542,1
6.0376,2.63,1
6.2096,3.0426,1
6.1815,3.21,1
6.0272,3.2156,1
6.0403,3.4695,1
6.0743,3.7024,1
6.1059,3.9567,1
6.1321,4.2298,1
6.0688,4.3038,0
6.207,4.5779,0
6.1982,4.8427,0
6.0684,4.9089,0
6.1539,5.1588,0
6.0254,5.4254,0
6.1675,5.6179,0
6.0868,5.6357,0
6.1674,5.8501,0
6.0738,6.1552,0
6.1701,6.3938,0
6.0984,6.4617,0
6.098,6.6924,0
6.0517,6.8853,0
6.1811,7.1141,0
6.2048,7.2427,0
6.2316,7.5864,0
6.1285,7.6245,0
6.0483,8.0226,0
6.1507,8.0205,0
6.0495,8.3954,0
6.1026,8.6122,0
6.2133,8.7127,0
6.1073,8.9513,0
6.2314,9.0886,0
6.0933,9.3898,0
6.1746,9.5474,0
6.1472,9.7529,0
6.0252,10.011,0
6.1031,10.114,0
6.4312,0.2207,1
6.2139,0.32339,1
6.296,0.55571,1
6.2602,0.74054,1
6.257,0.98042,1
6.2893,1.1367,1
6.431,1.3961,1
6.3256,1.5116,1
6.4008,1.828,1
6.2876,1.8216,1
6.3147,2.2497,1
6.4378,2.3819,1
6.2332,2.5396,1
6.2176,2.6357,1
6.3765,3.0094,1
6.4329,3.1813,1
6.2272,3.3043,1
6.3629,3.4683,1
6.2365,3.6787,1
6.3735,3.9454,1
6.3564,4.1723,0
6.2109,4.416,0
6.3995,4.4527,0
6.4466,4.7267,0
6.3092,4.9063,0
6.2862,5.0599,0
6.2122,5.3894,0
6.2563,5.598,0
6.3453,5.6965,0
6.3503,5.8795,0
6.2631,6.1202,0
6.3636,6.2696,0
6.215,6.4395,0
6.4351,6.6989,0
6.2231,6.8714,0
6.2835,7.0608,0
6.3628,7.3606,0
6.326,7.6392,0
6.3327,7.6466,0
6.2948,8.0274,0
6.3922,8.1422,0
6.2706,8.2484,0
6.3623,8.5761,0
6.4305,8.7629,0
6.2827,8.883,0
6.4034,9.1304,0
6.3969,9.2062,0
6.2311,9.4056,0
6.2393,9.7996,0
6.3037,9.827,0
6.3718,10.172,0
6.5644,0.19376,1
6.57,0.39787,1
6.4023,0.57737,1
6.4322,0.83663,1
6.591,0.8745,1
6.6105,1.249,1
6.5867,1.3386,1
6.6361,1.564,1
6.6299,1.8363,1
6.4558,1.8562,1
6.5274,2.2454,1
6.5969,2.2427,1
6.5306,2.6353,1
6.5543,2.8392,1
6.5396,2.8438,1
6.5827,3.0136,1
6.4159,3.2671,1
6.5232,3.5365,1
6.4575,3.7938,1
6.4843,3.9509,0
6.5379,4.079,0
6.5859,4.3083,0
6.5031,4.6107,0
6.5269,4.7565,0
6.4322,4.8681,0
6.4537,5.1286,0
6.4732,5.4221,0
6.5125,5.4436,0
6.4601,5.805,0
6.4658,5.8453,0
6.6229,6.0243,0
6.5465,6.2078,0
6.6347,6.4025,0
6.5545,6.8419,0
6.4627,7.022,0
6.4256,7.0124,0
6.5366,7.3676,0
6.5107,7.6442,0
6.5729,7.6551,0
6.5899,7.821,0
6.4999,8.0897,0
6.5419,8.3833,0
6.4514,8.5505,0
6.6359,8.7128,0
6.5282,9.0282,0
6.4691,9.0008,0
6.4573,9.3275,0
6.6382,9.4361,0
6.5724,9.7262,0
6.577,9.9421,0
6.5642,10.161,0
6.7947,0.051733,1
6.7451,0.28505,1
6.7258,0.48187,1
6.8197,0.75374,1
6.6982,0.9478,1
6.6607,1.172,1
6.6704,1.2416,1
6.8262,1.5631,1
6.7757,1.7922,1
6.8133,1.8989,1
6.6947,2.0991,1
6.7583,2.373,1
6.6079,2.4594,1
6.83,2.8372,1
6.7174,2.8339,1
6.73,3.1279,1
6.7916,3.2104,1
6.6841,3.4781,1
6.7565,3.6804,0
6.6817,4.0371,0
6.6778,4.0518,0
6.7615,4.3223,0
6.7084,4.5112,0
6.6257,4.8052,0
6.659,4.8044,0
6.8429,5.1971,0
6.7747,5.3352,0
6.7649,5.4114,0
6.6815,5.7285,0
6.605,5.9114,0
6.7426,6.1228,0
6.6091,6.365,0
6.6662,6.5263,0
6.6477,6.7855,0
6.7123,7.036,0
6.7922,7.1998,0
6.757,7.3094,0
6.6787,7.4226,0
6.673,7.8334,0
6.6196,7.8946,0
6.643,8.1897,0
6.7803,8.4009,0
6.6224,8.6011,0
6.8295,8.7489,0
6.7074,8.8812,0
6.6199,9.1871,0
6.743,9.3191,0
6.8079,9.5289,0
6.6868,9.72,0
6.795,9.906,0
6.7771,10.044,0
6.9477,0.070139,1
6.8942,0.41942,1
6.8985,0.61846,1
6.9071,0.7224,1
6.9058,0.95157,1
6.8547,1.1794,1
6.9242,1.235,1
6.81,1.5458,1
6.9412,1.6488,1
6.8123,1.8158,1
7.0181,2.016,1
7.015,2.435,1
6.8846,2.53,1
7.0435,2.6375,1
7.0387,2.9616,1
7.0472,3.1459,1
6.8394,3.2781,1
6.8007,3.568,0
6.862,3.6993,0
6.8866,3.8549,0
6.8583,4.0602,0
6.989,4.2966,0
6.8565,4.4084,0
6.9121,4.6867,0
6.8649,4.938,0
6.8864,5.1396,0
7.0257,5.2167,0
6.8032,5.5455,0
6.8331,5.719,0
6.897,5.9655,0
7.0102,6.1965,0
6.8533,6.2475,0
7.0338,6.6404,0
7.0425,6.7338,0
6.8938,7.0286,0
7.0462,7.1614,0
6.8305,7.2384,0
6.9902,7.413,0
6.9448,7.6038,0
6.9553,7.8491,0
6.9225,8.1319,0
6.8551,8.2369,0
6.836,8.4183,0
6.9588,8.7387,0
7.0006,9.0453,0
6.9674,9.0407,0
6.9179,9.2391,0
7.0361,9.4409,0
6.9479,9.6196,0
6.8567,9.9796,0
6.971,10.112,0
7.0802,0.12753,1
7.1872,0.35129,1
7.2495,0.62077,1
7.0674,0.63048,1
7.233,0.87256,1
7.1741,1.0156,1
7.0238,1.2359,1
7.0615,1.417,1
7.2337,1.6463,1
7.1199,1.9922,1
7.2206,2.2244,1
7.1948,2.3296,1
7.0046,2.6112,1
7.1927,2.6572,1
7.1714,2.9071,1
7.2169,3.0921,1
7.1451,3.374,0
7.1565,3.6361,0
7.0278,3.6545,0
7.0534,3.9883,0
7.0091,4.13,0
7.1111,4.39,0
7.0816,4.6202,0
7.0718,4.6594,0
7.1241,5.0349,0
7.0454,5.0068,0
7.2334,5.3404,0
7.235,5.6226,0
7.1479,5.6417,0
7.0002,5.9063,0
7.2258,6.0817,0
7.1707,6.3419,0
7.0185,6.6067,0
7.2491,6.6979,0
7.0786,6.9553,0
7.2023,7.2413,0
7.1154,7.4071,0
7.1468,7.6034,0
7.1194,7.8388,0
7.1381,7.8458,0
7.0438,8.1676,0
7.1468,8.3839,0
7.0387,8.6049,0
7.1114,8.7703,0
7.1344,8.8825,0
7.1155,9.0087,0
7.2085,9.23,0
7.249,9.4709,0
7.2431,9.8096,0
7.1865,10.025,0
7.05,10.112,0
7.2091,0.24713,1
7.2472,0.20845,1
7.3444,0.61486,1
7.3571,0.73214,1
7.2912,1.0439,1
7.3591,1.2193,1
7.4228,1.2403,1
7.2634,1.4883,1
7.2716,1.6145,1
7.2314,1.911,1
7.3321,2.1103,1
7.4052,2.2817,1
7.2749,2.6286,1
7.3969,2.7236,1
7.3093,2.9776,1
7.3376,3.1662,0
7.4465,3.4079,0
7.3724,3.4645,0
7.4425,3.7923,0
7.224,3.9026,0
7.4245,4.0139,0
7.2146,4.4177,0
7.2308,4.6431,0
7.3577,4.6292,0
7.2925,4.9271,0
7.2799,5.1889,0
7.3989,5.2275,0
7.2754,5.4085,0
7.3519,5.7103,0
7.3155,5.8324,0
7.2731,6.2429,0
7.4081,6.435,0
7.3426,6.6333,0
7.2176,6.8459,0
7.2666,6.9733,0
7.2427,7.1756,0
7.3401,7.2928,0
7.2505,7.416,0
7.3231,7.7109,0
7.3823,7.9357,0
7.4387,8.135,0
7.3906,8.3966,0
7.22,8.5504,0
7.4346,8.8368,0
7.4436,8.9578,0
7.3518,9.2197,0
7.4394,9.2307,0
7.2827,9.6034,0
7.4253,9.8444,0
7.2001,9.8578,0
7.3208,10.228,0
7.4369,0.16909,1
7.4787,0.38127,1
7.4428,0.57145,1
7.5482,0.79918,1
7.5644,0.93241,1
7.4872,1.1887,1
7.4134,1.3259,1
7.4118,1.6268,1
7.414,1.6309,1
7.4179,2.0131,1
7.4039,2.0438,1
7.6434,2.391,1
7.5837,2.5148,1
7.5881,2.7515,1
7.4083,2.891,0
7.4294,3.1005,0
7.4653,3.3825,0
7.6233,3.6388,0
7.643,3.8197,0
7.6485,3.9524,0
7.4867,4.2419,0
7.4731,4.3585,0
7.4468,4.5943,0
7.5858,4.8246,0
7.5795,4.8566,0
7.4472,5.0253,0
7.5085,5.4071,0
7.4114,5.5061,0
7.5639,5.7818,0
7.5953,6.0342,0
7.6157,6.0741,0
7.5963,6.2781,0
7.5084,6.5374,0
7.487,6.7381,0
7.4138,6.9601,0
7.6049,7.1492,0
7.4265,7.2403,0
7.4015,7.5045,0
7.4688,7.6923,0
7.6357,7.8201,0
7.5686,8.0591,0
7.4964,8.4486,0
7.6142,8.6273,0
7.5687,8.7977,0
7.552,8.8338,0
7.5099,9.1376,0
7.6403,9.2135,0
7.6057,9.5691,0
7.4026,9.8056,0
7.4354,10.028,0
7.5207,10.037,0
7.7452,0.076216,1
7.6732,0.39497,1
7.7097,0.52181,1
7.6996,0.73729,1
7.6343,1.0196,1
7.8382,1.2471,1
7.69,1.2048,1
7.8092,1.4878,1
7.6103,1.7337,1
7.706,1.987,1
7.6189,2.2425,1
7.6785,2.3738,1
7.8365,2.4683,1
7.8136,2.8378,0
7.6434,3.0269,0
7.734,3.1144,0
7.6737,3.3833,0
7.8257,3.5396,0
7.6203,3.8485,0
7.7969,3.8973,0
7.6436,4.2204,0
7.78,4.4233,0
7.658,4.4965,0
7.6518,4.7819,0
7.654,5.0282,0
7.8442,5.226,0
7.6955,5.2204,0
7.7588,5.4083,0
7.6116,5.7431,0
7.658,5.8023,0
7.8187,6.0496,0
7.715,6.2052,0
7.6008,6.5981,0
7.7162,6.6477,0
7.806,7.038,0
7.818,7.1926,0
7.6753,7.4041,0
7.659,7.5065,0
7.8079,7.6751,0
7.7094,7.9701,0
7.7268,8.2146,0
7.6464,8.4179,0
7.6379,8.6243,0
7.8267,8.8109,0
7.8482,8.9213,0
7.6975,9.1221,0
7.8067,9.2163,0
7.8385,9.5142,0
7.8235,9.7489,0
7.8103,9.8275,0
7.7708,10.086,0
7.8429,0.066016,1
7.8594,0.34505,1
7.9086,0.50885,1
7.8063,0.70378,1
7.8672,0.81355,1
8.045,1.0649,1
7.8782,1.261,1
7.9429,1.5773,1
7.9529,1.7647,1
8.0254,1.8298,1
7.899,2.0323,1
7.9732,2.2195,1
7.8511,2.5838,0
7.8157,2.739,0
7.9556,3.0086,0
7.972,3.0265,0
7.8742,3.2641,0
7.9429,3.4135,0
7.8791,3.7641,0
8.0024,3.8694,0
7.8914,4.1773,0
7.9747,4.2326,0
7.9584,4.531,0
8.0411,4.6115,0
7.8502,4.8253,0
7.9495,5.1172,0
7.8209,5.3777,0
7.9361,5.5503,0
8.0115,5.6512,0
7.8102,5.9547,0
7.8823,6.1748,0
7.9773,6.2787,0
8.0151,6.6012,0
7.9252,6.6445,0
8.0487,6.8603,0
7.9072,7.1487,0
7.8668,7.4171,0
7.9182,7.6047,0
7.8402,7.7475,0
7.8397,7.8006,0
7.8671,8.2361,0
7.9893,8.3981,0
7.9523,8.4998,0
8.0417,8.8184,0
7.9933,8.9686,0
7.9432,9.0606,0
7.9126,9.2421,0
7.8718,9.6153,0
7.9881,9.6817,0
7.8236,9.8813,0
7.8267,10.1,0
8.1837,0.19088,1
8.0886,0.24102,1
8.1452,0.57207,1
8.0747,0.76083,1
8.1784,1.0053,1
8.0901,1.0946,1
8.1796,1.228,1
8.2488,1.6149,1
8.0209,1.7783,1
8.1171,1.9438,1
8.0235,2.1853,1
8.1813,2.3884,0
8.228,2.5388,0
8.0216,2.8002,0
8.13,2.9676,0
8.1382,3.1338,0
8.1713,3.3715,0
8.0749,3.6388,0
8.1505,3.7569,0
8.0496,4.0048,0
8.1642,4.0472,0
8.1746,4.3879,0
8.1149,4.4554,0
8.0394,4.7041,0
8.1054,4.9977,0
8.149,5.1,0
8.0806,5.2113,0
8.2077,5.4503,0
8.0307,5.6107,0
8.0628,5.9598,0
8.2344,6.0629,0
8.1638,6.305,0
8.1882,6.443,0
8.2027,6.8211,0
8.0121,6.8853,0
8.1037,7.0513,0
8.1814,7.3988,0
8.0348,7.4061,0
8.1581,7.6099,0
8.0617,7.9325,0
8.21,8.2333,0
8.2092,8.3506,0
8.1133,8.5503,0
8.0987,8.761,0
8.2404,9.0305,0
8.002,9.0548,0
8.0996,9.4212,0
8.1219,9.4122,0
8.1545,9.803,0
8.0175,9.8081,0
8.0357,10.104,0
8.3636,0.14867,1
8.2546,0.2492,1
8.2298,0.59902,1
8.2108,0.65275,1
8.2414,0.8436,1
8.3278,1.1535,1
8.4168,1.4353,1
8.3916,1.5654,1
8.2337,1.6537,1
8.2162,2.0284,1
8.3681,2.095,0
8.3206,2.2087,0
8.3239,2.4568,0
8.2784,2.8267,0
8.2809,3.0172,0
8.4273,3.1456,0
8.3126,3.3402,0
8.3872,3.4003,0
8.2463,3.6317,0
8.2212,3.8537,0
8.2518,4.2067,0
8.3397,4.2969,0
8.3654,4.4795,0
8.4348,4.6654,0
8.2101,4.8741,0
8.2409,5.107,0
8.3095,5.2481,0
8.2814,5.5419,0
8.2225,5.7644,0
8.4026,5.9714,0
8.2999,6.0884,0
8.3638,6.4392,0
8.3417,6.4609,0
8.2008,6.7871,0
8.3628,6.8976,0
8.2793,7.2112,0
8.2665,7.293,0
8.3151,7.5769,0
8.3558,7.6864,0
8.4005,8.0193,0
8.3403,8.1876,0
8.2062,8.3086,0
8.3984,8.5002,0
8.2683,8.6932,0
8.4057,8.9108,0
8.3721,9.0951,0
8.351,9.2182,0
8.2967,9.5101,0
8.2164,9.7516,0
8.4496,9.8762,0
8.3653,10.102,0
8.4573,0.025253,1
8.4231,0.31922,1
8.4602,0.4731,1
8.6256,0.60407,1
8.4543,1.0211,1
8.5199,1.0526,1
8.6273,1.3709,1
8.4484,1.4386,1
8.512,1.8436,1
8.5545,1.9257,0
8.5486,2.2229,0
8.5665,2.3816,0
8.4669,2.5243,0
8.506,2.7518,0
8.5998,2.8873,0
8.6331,3.1316,0
8.5174,3.3992,0
8.4766,3.4684,0
8.5098,3.6732,0
8.4767,3.887,0
8.4688,4.219,0
8.4347,4.2233,0
8.4416,4.4517,0
8.5235,4.6757,0
8.4216,4.8879,0
8.6317,5.1817,0
8.4371,5.4216,0
8.4401,5.413,0
8.5794,5.6196,0
8.5687,5.8036,0
8.4896,6.0483,0
8.4226,6.2066,0
8.4021,6.5172,0
8.4932,6.6608,0
8.5971,7.03,0
8.5118,7.179,0
8.4249,7.3222,0
8.6015,7.4195,0
8.5649,7.7325,0
8.5131,7.9665,0
8.5333,8.1519,0
8.5317,8.3049,0
8.5574,8.4277,0
8.5616,8.8042,0
8.448,8.8623,0
8.6004,9.1273,0
8.4491,9.401,0
8.5028,9.5275,0
8.4589,9.6757,0
8.4681,10.015,0
8.4022,10.014,0
8.8321,0.18269,1
8.7301,0.42522,1
8.716,0.51601,1
8.7309,0.71734,1
8.6842,0.83845,1
8.6831,1.2404,1
8.8471,1.4191,1
8.7184,1.5222,1
8.7867,1.7018,0
8.7675,1.8316,0
8.7989,2.2314,0
8.6681,2.2014,0
8.671,2.4466,0
8.7793,2.681,0
8.6462,2.8125,0
8.8084,3.0361,0
8.6424,3.3823,0
8.8383,3.5206,0
8.7806,3.6845,0
8.6336,3.8592,0
8.8133,4.1127,0
8.8329,4.2464,0
8.741,4.4811,0
8.6997,4.666,0
8.7104,5.0075,0
8.7754,5.1741,0
8.665,5.2834,0
8.6071,5.5451,0
8.837,5.672,0
8.849,5.866,0
8.7949,6.065,0
8.8474,6.3693,0
8.7219,6.53,0
8.632,6.6192,0
8.7161,6.814,0
8.7856,7.0647,0
8.7683,7.31,0
8.8185,7.4711,0
8.7896,7.7697,0
8.7543,8.0374,0
8.6687,8.1935,0
8.6841,8.359,0
8.8089,8.5884,0
8.6965,8.7867,0
8.6201,8.9465,0
8.8164,9.1933,0
8.7088,9.2981,0
8.643,9.5513,0
8.6011,9.6619,0
8.7631,9.8726,0
8.6924,10.005,0
8.894,0.086827,1
8.9103,0.23545,1
8.929,0.50288,1
8.875,0.63827,1
8.9196,1.0073,1
8.8016,1.1848,1
8.8429,1.2247,1
8.8759,1.6052,0
8.9861,1.6568,0
8.9452,1.8267,0
8.9753,2.1657,0
9.0012,2.4386,0
9.013,2.6036,0
8.8294,2.7558,0
8.9643,2.8821,0
8.9882,3.0693,0
8.9755,3.3086,0
8.9513,3.4876,0
8.8096,3.8194,0
8.8488,3.8015,0
8.8827,4.1741,0
8.9607,4.2845,0
8.8544,4.4762,0
8.8192,4.762,0
9.0451,5.0303,0
8.8517,5.2233,0
9.0458,5.4493,0
8.9526,5.4182,0
8.862,5.6324,0
8.9295,6.0454,0
8.9782,6.0226,0
8.865,6.3715,0
8.8287,6.6322,0
8.9374,6.6355,0
8.8547,7.0211,0
8.878,7.0049,0
9.0433,7.2857,0
8.8773,7.4596,0
9.0366,7.8461,0
8.9026,8.0116,0
8.8026,8.1986,0
8.8775,8.4251,0
8.8388,8.595,0
9.0485,8.8091,0
8.9126,8.8803,0
8.9363,9.1857,0
8.8656,9.3661,0
9.0206,9.4723,0
8.8258,9.6843,0
9.0059,10.027,0
8.9068,10.008,0
9.2301,0.17409,1
9.132,0.25219,1
9.2177,0.60604,1
9.0882,0.65456,1
9.1,0.82491,1
9.1495,1.1549,1
9.2279,1.226,0
9.0332,1.5998,0
9.0105,1.8257,0
9.1003,1.8781,0
9.1489,2.0704,0
9.2299,2.2017,0
9.0734,2.524,0
9.1363,2.8471,0
9.1954,2.9845,0
9.0818,3.0777,0
9.0238,3.3501,0
9.1104,3.5954,0
9.0073,3.6279,0
9.1688,3.9448,0
9.0279,4.2176,0
9.0499,4.3724,0
9.1325,4.4607,0
9.1568,4.6857,0
9.0934,4.9364,0
9.1516,5.0169,0
9.2116,5.3026,0
9.1755,5.4594,0
9.0982,5.7222,0
9.143,6.0015,0
9.0624,6.0945,0
9.1818,6.3295,0
9.0858,6.4236,0
9.0197,6.8273,0
9.0756,6.8519,0
9.0751,7.0955,0
9.0058,7.3651,0
9.044,7.5896,0
9.2152,7.6433,0
9.164,7.9293,0
9.2141,8.2488,0
9.0677,8.3769,0
9.224,8.4201,0
9.0522,8.6108,0
9.241,8.9228,0
9.1036,9.1116,0
9.0574,9.3217,0
9.2046,9.4415,0
9.0901,9.6902,0
9.1254,10.02,0
9.1869,10.186,0
9.408,0.10419,1
9.2986,0.42684,1
9.2242,0.42358,1
9.2663,0.64533,1
9.398,1.0366,1
9.4342,1.0252,0
9.3421,1.297,0
9.4345,1.4723,0
9.3493,1.6183,0
9.447,1.8487,0
9.3906,2.1044,0
9.2464,2.2732,0
9.3292,2.5755,0
9.36,2.6599,0
9.4172,3.0399,0
9.35,3.0764,0
9.4499,3.2387,0
9.2323,3.5389,0
9.2733,3.7976,0
9.3192,3.911,0
9.2324,4.249,0
9.257,4.3091,0
9.2453,4.4761,0
9.368,4.6616,0
9.2814,5.0402,0
